"","SLC_SMT_NEG_143I","SLC_SMT_NEG_16I","SLC_SMT_NEG_89I","SLC_SMT_NEG_194I","SLC_SMT_NEG_18J","SLC_SMT_NEG_142I","SLC_SMT_NEG_15I","SLC_SMT_NEG_91I","SLC_SMT_NEG_197I","SLC_SMT_NEG_101J","SLC_SMT_NEG_17J","SLC_SMT_NEG_141I","SLC_SMT_NEG_18I","SLC_SMT_NEG_88I","SLC_SMT_NEG_193J","SLC_SMT_NEG_159J","SLC_SMT_NEG_103J","SLC_SMT_NEG_155J","SLC_SMT_NEG_137I","SLC_SMT_NEG_101I","SLC_SMT_NEG_17I","SLC_SMT_NEG_158J","SLC_SMT_NEG_110J","SLC_SMT_NEG_153J","SLC_SMT_NEG_193I","SLC_SMT_NEG_159I","SLC_SMT_NEG_103I","SLC_SMT_NEG_155I","SLC_SMT_NEG_191J","SLC_SMT_NEG_160J","SLC_SMT_NEG_192I","SLC_SMT_NEG_158I","SLC_SMT_NEG_110I","SLC_SMT_NEG_153I","SLC_SMT_NEG_109J","SLC_SMT_NEG_152J","SLC_SMT_NEG_191I","SLC_SMT_NEG_156I","SLC_SMT_NEG_144I","SLC_SMT_NEG_160I","SLC_SMT_NEG_109I","SLC_SMT_NEG_90I","SLC_SMT_NEG_152I","SLC_SMT_NEG_142J","SLC_SMT_NEG_15J","SLC_SMT_NEG_91J","SLC_SMT_NEG_141J","SLC_SMT_NEG_194J","SLC_SMT_NEG_75I","SLC_SMT_NEG_89J"
"Hominisplanchenecus_murintestinalis",0,0,0,0,0,0,0,0,0,0,9974,0,0,16101,414961,0,0,0,0,0,0,0,0,11728,460110,0,0,0,21236,0,0,0,0,8958,65418,0,77746,0,0,7817,20769,0,0,0,0,0,0,0,0,0
"Hungateiclostridiaceae_bacterium_KB18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,0
"Lachnospiraceae_bacterium",26580,205948,105210,0,801568,25670,106229,157980,198975,506562,30470,113592,345263,79961,1570414,25170,350969,0,72143,318637,24182,0,230377,59200,2312036,13242,676426,41961,101064,37733,35034,63808,722157,61141,267243,17082,329188,346313,9907,171161,145679,9540,48936,331500,39676,92137,0,0,0,24551
"Lachnospiraceae_bacterium_A2",12413,0,0,0,0,0,0,0,0,0,0,0,0,0,25752,0,0,0,0,0,0,0,0,0,35565,0,0,0,0,0,0,0,0,0,15722,0,0,0,0,0,0,0,0,14904,0,0,0,0,0,0
"Lachnospiraceae_bacterium_A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14378,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_MD308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284597,0,18639,0
"Lachnospiraceae_bacterium_MD335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_unclassified_SGB41402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288727,0
"Lachnospiraceae_unclassified_SGB41405",0,0,16548,0,0,0,0,30497,0,0,0,0,0,0,14446,0,0,0,0,0,0,0,0,12468,13611,0,0,0,0,0,0,0,0,0,17367,0,12158,0,0,0,11667,0,0,0,0,13622,0,0,0,0
"Lachnospiraceae_unclassified_SGB41424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_unclassified_SGB7275",11142,0,0,0,25106,14051,0,0,0,11214,0,0,14693,0,11632,0,0,0,86425,0,0,0,0,0,13835,0,0,0,0,0,0,97464,0,0,0,0,0,15640,0,10388,0,0,0,74540,0,0,0,0,0,0
"Lactobacillus_SGB5158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_intestinalis",0,0,5352,0,0,0,0,93902,0,5816,0,0,0,6879,39752,0,5288,0,0,5310,0,0,8878,6146,20194,0,12161,0,20417,0,7711,0,59005,6499,195513,0,50222,0,6463,0,24260,6368,0,0,0,14607,0,0,0,0
"Lactobacillus_johnsonii",0,11706,10226,4767,0,0,0,83513,8125,7882,0,5742,0,5228,107756,0,9005,0,0,7348,0,0,16308,4982,60646,4690,39999,0,30381,0,9050,0,179608,7083,287364,0,66728,151477,6593,7525,39462,8792,7043,16627,0,15675,539,911,49299,3982
"Lactococcus_SGB40208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lepagella_muris",25186,0,13220,0,0,11531,0,1193624,53689,101566,33694,13369,0,71912,256934,0,33362,0,0,28175,12769,0,59019,95470,276340,0,0,0,12736,21876,14933,0,14241,0,32248,0,40856,0,0,94356,11344,0,0,217560,0,68102,0,0,0,0
"Ligilactobacillus_murinus",0,7391,8213,59706,9218,0,0,24017,6776,6200,0,13656,6682,0,22158,0,25672,0,10983,6614,0,0,8512,0,23334,0,14439,7470,15843,0,7037,10138,26641,6326,33038,0,24100,74005,0,8778,10660,0,7558,29694,0,10289,14580,84959,5547,24464
"Limosilactobacillus_SGB43493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Limosilactobacillus_reuteri",0,5279,9089,25109,0,0,0,54337,13339,5294,0,10189,0,0,39078,0,11557,0,6046,0,0,0,7587,0,23427,0,10090,0,22265,0,11259,7143,21565,0,76203,0,28035,30422,0,7987,18478,4504,10426,22761,0,11370,2565,2578,7305,49794
"Muribaculaceae_bacterium",7970,0,43215,0,0,7988,0,285087,44237,65201,46350,32414,0,100007,258319,0,94832,0,0,50453,14791,0,64415,110354,220995,0,20450,0,35491,17788,39039,0,46123,16443,41988,0,89425,0,0,99905,40378,0,0,108543,0,48912,15494,0,0,0
"Muribaculaceae_bacterium_Isolate_013_NCI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muribaculaceae_bacterium_Isolate_110_HZI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787983,0
"Muribaculum_gordoncarteri",46470,0,275810,0,0,29499,0,507658,115671,151188,36832,979436,0,107424,1342107,0,309544,0,0,110395,13376,0,302570,192553,1249396,0,383921,0,123355,14762,114756,0,176004,24101,511666,0,481704,0,23333,178627,432482,26018,26486,543302,0,102722,1384132,0,0,107436
"Muribaculum_intestinale",32186,0,276189,0,0,13187,0,1068163,337396,101811,55247,391426,0,63106,1009392,0,356158,0,0,43524,19216,0,194594,241187,954829,0,27244,0,131551,23457,64628,0,50448,86532,140002,24573,218389,0,18670,204648,47495,33590,73804,1932485,0,85540,730849,0,0,172986
"Muricaecibacterium_torontonense",100986,1013180,2326348,6269,9127467,473141,402009,6070316,3433630,1412325,427976,2037800,2242444,1733859,6996447,0,2487875,10661,0,1402715,183517,0,2351939,2527807,4415393,0,5211994,8053,2478193,64233,183032,0,4727582,3120969,6145788,106955,5740045,0,317269,2328564,2410058,712032,2092831,6230219,49055,2219890,0,0,0,0
"Neglectibacter_caecimuris",0,0,0,0,0,0,0,15672,0,0,0,0,0,10224,9310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9785,0,0,0,0,0,0,0,0,11633,0,0,0,0
"Neglectibacter_sp_X4",0,0,0,0,0,0,0,13461,0,10701,0,0,0,0,23667,0,0,0,18447,8517,0,0,0,0,22776,0,0,0,8131,0,0,0,11557,0,14110,0,16568,9156,0,0,12282,0,0,22404,0,9408,2374,0,0,0
"Oscillibacter_SGB102176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_SGB43496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11523,0,0,0,0,0,0,0,0,0,12831,0,0,0,9435,0,0,0,0,0,16721,0,11428,0,0,0,11919,0,0,0,0,0,0,0,0,0
"Oscillibacter_SGB43499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13022,0,11778,0,0,0,0,0,0,0,14688,0,9963,0,0,0,0,0,14814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_SGB43502",0,0,0,0,0,0,0,9873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10344,0,0,0,10045,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_SGB43505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_SGB94990",0,0,0,0,0,0,0,9313,0,0,0,0,0,0,14155,0,0,0,0,0,0,0,0,0,14361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_sp_1_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11829,0,0,0,0,0,0
"Oscillibacter_sp_CU971",0,9305,0,0,0,0,0,14753,0,0,0,0,0,0,11373,0,0,0,13631,0,0,0,0,0,13744,0,0,0,0,0,0,10856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062,0
"Oscillospiraceae_bacterium",0,0,0,0,0,0,0,24603,0,0,0,0,0,0,28083,0,0,0,0,0,0,0,0,0,21955,0,0,0,0,0,0,0,0,0,9729,0,10138,0,0,0,14069,0,0,0,0,0,0,0,0,0
"Oscillospiraceae_unclassified_SGB102175",0,0,0,0,0,0,0,11094,0,0,0,0,0,0,11606,0,0,0,10117,0,0,0,0,0,14082,0,0,0,0,0,0,9755,0,0,0,0,0,14832,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillospiraceae_unclassified_SGB43526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13029,0,0,0,0,0,0,0,0,0,14016,0,0,0,0,0,0,0,14729,0,13267,0,0,0,0,0,14254,0,0,15220,0,0,0,0,0,0
"Parabacteroides_SGB1950",0,0,0,0,0,0,15194,0,0,0,0,0,0,0,0,0,0,0,35434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_distasonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6842,0,0,0
"Parabacteroides_goldsteinii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0
"Paramuribaculum_intestinale",0,0,58681,0,0,0,0,522264,51751,92357,9369,0,0,18778,1186586,0,103963,0,0,39781,0,0,82802,24458,841457,0,57457,0,65175,11746,52130,0,148789,7188,283357,0,243439,0,8954,75513,146879,8843,0,0,0,118944,0,0,0,1852
"Parasutterella_muris",0,15408,8769,0,99200,0,15872,31107,0,10886,6785,14317,18116,12244,71424,0,30304,0,47858,0,0,0,19526,18270,27989,8034,22599,0,20252,0,10870,62726,66365,19759,10346,0,23172,216161,0,0,14227,0,0,22759,0,9675,0,0,0,0
"Parasutterella_sp_NM82_D38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24616,0,392832,0
"Parvibacter_caecicola",0,0,26529,0,0,6558,0,25138,0,11832,0,0,0,8472,16935,0,22472,0,0,10608,0,0,13611,7399,13040,0,43741,0,7976,0,0,0,49914,8499,12541,0,11954,0,0,0,10983,5746,0,31276,0,12233,990,0,0,0
"Piscinibacter_SGB44477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_MGM1",0,0,0,0,0,0,0,11977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor_sp_524_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4782,0,0,0,0,0,0,0,0,0,0,0,0,5142,0,0,0,0,0,4921,0,0,0,0,0,5455,0,0,0,0,0,0
"Pseudomonas_aeruginosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22247,0,0,0,0,0,0,0,3016,0,0
"Sangeribacter_muris",0,0,0,0,0,0,0,33323,11889,13541,8286,9967,0,10480,35728,0,25989,0,0,0,0,0,17917,13377,14304,0,0,0,9767,0,0,0,0,0,6732,0,8436,0,0,10429,0,0,0,22630,0,9798,0,0,0,0
"Schaedlerella_arabinosiphila",12490,0,0,0,0,20378,0,0,0,0,0,0,0,0,27700,0,0,0,0,0,0,0,0,0,76644,0,0,0,0,0,0,0,17370,0,0,0,0,0,0,19705,0,0,0,173476,0,0,0,0,0,0
"Thomasclavelia_cocleata",0,8444,0,0,17732,0,0,8935,0,0,0,0,12947,0,0,0,0,0,7810,0,0,0,0,0,0,0,0,0,0,0,0,16558,0,0,0,0,0,9892,0,0,0,0,0,0,0,0,0,0,0,0
"Turicibacter_sp_1E2",0,0,0,0,0,0,0,6899,0,0,0,0,0,0,10011,0,344281,0,27879,0,0,0,24005,0,20760,0,6918,7692,11017,0,0,13844,12391,0,7430,0,7335,67980,0,0,0,7456,0,0,0,9796,0,0,0,0
"Turicibacter_sp_TS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52319
"Turicimonas_muris",10674,0,8772,0,0,15900,0,56997,108011,23118,10667,127037,0,12223,36373,0,141583,0,0,0,9017,0,62415,27934,19037,0,10638,0,11101,10485,11063,0,16784,39394,0,0,8285,0,0,21465,0,0,8863,191670,0,11363,124307,0,0,495
"bacterium_0_1xD8_82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacterium_1XD21_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacterium_1XD42_54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,0,0,0,0,0,0
"bacterium_1XD42_76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacterium_1xD42_67",0,0,0,0,0,0,0,10986,10246,0,0,0,0,0,13326,0,0,0,0,0,0,0,0,0,13613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacterium_1xD8_48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacterium_D16_29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacterium_D16_63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacterium_D16_76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
